filename,expiry_date,freshness_class
CHOCOLATE\CHOCOLATE0046.png,2025-07-01,expired
CHOCOLATE\CHOCOLATE0047.png,2025-07-19,expiring_soon
CHOCOLATE\CHOCOLATE0048.png,2025-07-26,fresh
CHOCOLATE\CHOCOLATE0049.png,2025-07-03,expired
CHOCOLATE\CHOCOLATE0050.png,2025-09-01,fresh
CHOCOLATE\CHOCOLATE0051.png,2025-08-09,fresh
CHOCOLATE\CHOCOLATE0052.png,2025-08-22,fresh
CHOCOLATE\CHOCOLATE0053.png,2025-08-21,fresh
CHOCOLATE\CHOCOLATE0054.png,2025-08-25,fresh
CHOCOLATE\CHOCOLATE0055.png,2025-08-13,fresh
CHOCOLATE\CHOCOLATE0056.png,2025-08-01,fresh
CHOCOLATE\CHOCOLATE0057.png,2025-07-20,expiring_soon
CHOCOLATE\CHOCOLATE0058.png,2025-08-31,fresh
CHOCOLATE\CHOCOLATE0059.png,2025-06-29,expired
CHOCOLATE\CHOCOLATE0060.png,2025-07-01,expired
CHOCOLATE\CHOCOLATE0061.png,2025-08-19,fresh
CHOCOLATE\CHOCOLATE0062.png,2025-07-03,expired
CHOCOLATE\CHOCOLATE0063.png,2025-07-06,expired
CHOCOLATE\CHOCOLATE0064.png,2025-08-30,fresh
CHOCOLATE\CHOCOLATE0065.png,2025-07-20,expiring_soon
CHOCOLATE\CHOCOLATE0066.png,2025-08-15,fresh
CHOCOLATE\CHOCOLATE0067.png,2025-06-25,expired
CHOCOLATE\CHOCOLATE0068.png,2025-08-05,fresh
CHOCOLATE\CHOCOLATE0069.png,2025-07-27,fresh
CHOCOLATE\CHOCOLATE0070.png,2025-09-02,fresh
CHOCOLATE\CHOCOLATE0071.png,2025-07-24,fresh
CHOCOLATE\CHOCOLATE0072.png,2025-07-14,expiring_soon
CHOCOLATE\CHOCOLATE0073.png,2025-07-19,expiring_soon
CHOCOLATE\CHOCOLATE0074.png,2025-06-25,expired
CHOCOLATE\CHOCOLATE0075.png,2025-09-01,fresh
CHOCOLATE\CHOCOLATE0076.png,2025-08-09,fresh
CHOCOLATE\CHOCOLATE0077.png,2025-07-01,expired
CHOCOLATE\CHOCOLATE0078.png,2025-08-25,fresh
CHOCOLATE\CHOCOLATE0079.png,2025-06-29,expired
CHOCOLATE\CHOCOLATE0080.png,2025-07-28,fresh
CHOCOLATE\CHOCOLATE0081.png,2025-07-31,fresh
CHOCOLATE\CHOCOLATE0082.png,2025-08-27,fresh
CHOCOLATE\CHOCOLATE0083.png,2025-07-28,fresh
CHOCOLATE\CHOCOLATE0084.png,2025-06-27,expired
CHOCOLATE\CHOCOLATE0085.png,2025-07-26,fresh
CHOCOLATE\CHOCOLATE0086.png,2025-08-20,fresh
CHOCOLATE\CHOCOLATE0087.png,2025-08-07,fresh
CHOCOLATE\CHOCOLATE0088.png,2025-08-15,fresh
CHOCOLATE\CHOCOLATE0089.png,2025-08-11,fresh
CHOCOLATE\CHOCOLATE0090.png,2025-07-08,expiring_soon
CHOCOLATE\CHOCOLATE0091.png,2025-08-28,fresh
CHOCOLATE\CHOCOLATE0092.png,2025-06-29,expired
CHOCOLATE\CHOCOLATE0093.png,2025-09-05,fresh
CHOCOLATE\CHOCOLATE0094.png,2025-08-10,fresh
CHOCOLATE\CHOCOLATE0095.png,2025-06-29,expired
CHOCOLATE\CHOCOLATE0096.png,2025-08-22,fresh
CHOCOLATE\CHOCOLATE0097.png,2025-07-30,fresh
CHOCOLATE\CHOCOLATE0098.png,2025-07-03,expired
CHOCOLATE\CHOCOLATE0099.png,2025-07-25,fresh
CHOCOLATE\CHOCOLATE0100.png,2025-09-02,fresh
CHOCOLATE\CHOCOLATE0101.png,2025-07-18,expiring_soon
CHOCOLATE\CHOCOLATE0102.png,2025-08-04,fresh
CHOCOLATE\CHOCOLATE0103.png,2025-08-27,fresh
CHOCOLATE\CHOCOLATE0104.png,2025-08-19,fresh
CHOCOLATE\CHOCOLATE0105.png,2025-06-24,expired
CHOCOLATE\CHOCOLATE0106.png,2025-08-20,fresh
CHOCOLATE\CHOCOLATE0107.png,2025-09-06,fresh
CHOCOLATE\CHOCOLATE0108.png,2025-08-02,fresh
CHOCOLATE\CHOCOLATE0109.png,2025-07-27,fresh
CHOCOLATE\CHOCOLATE0110.png,2025-07-02,expired
CHOCOLATE\CHOCOLATE0111.png,2025-07-22,expiring_soon
CHOCOLATE\CHOCOLATE0112.png,2025-09-03,fresh
CHOCOLATE\CHOCOLATE0113.png,2025-08-03,fresh
CHOCOLATE\CHOCOLATE0114.png,2025-07-09,expiring_soon
CHOCOLATE\CHOCOLATE0115.png,2025-07-26,fresh
CHOCOLATE\CHOCOLATE0116.png,2025-07-15,expiring_soon
CHOCOLATE\CHOCOLATE0117.png,2025-07-13,expiring_soon
CHOCOLATE\CHOCOLATE0118.png,2025-06-23,expired
CHOCOLATE\CHOCOLATE0119.png,2025-07-05,expired
CHOCOLATE\CHOCOLATE0120.png,2025-07-20,expiring_soon
CHOCOLATE\CHOCOLATE0121.png,2025-07-12,expiring_soon
CHOCOLATE\CHOCOLATE0122.png,2025-08-07,fresh
CHOCOLATE\CHOCOLATE0123.png,2025-08-24,fresh
CHOCOLATE\CHOCOLATE0124.png,2025-07-17,expiring_soon
CHOCOLATE\CHOCOLATE0125.png,2025-08-22,fresh
CHOCOLATE\CHOCOLATE0126.png,2025-06-27,expired
CHOCOLATE\CHOCOLATE0127.png,2025-08-06,fresh
CHOCOLATE\CHOCOLATE0128.png,2025-07-24,fresh
CHOCOLATE\CHOCOLATE0129.png,2025-08-18,fresh
CHOCOLATE\CHOCOLATE0130.png,2025-07-04,expired
CHOCOLATE\CHOCOLATE0131.png,2025-08-31,fresh
CHOCOLATE\CHOCOLATE0132.png,2025-08-18,fresh
CHOCOLATE\CHOCOLATE0133.png,2025-08-28,fresh
CHOCOLATE\CHOCOLATE0134.png,2025-08-27,fresh
CHOCOLATE\CHOCOLATE0135.png,2025-06-23,expired
CHOCOLATE\CHOCOLATE0136.png,2025-08-21,fresh
CHOCOLATE\CHOCOLATE0137.png,2025-07-09,expiring_soon
CHOCOLATE\CHOCOLATE0138.png,2025-06-25,expired
CHOCOLATE\CHOCOLATE0139.png,2025-07-29,fresh
CHOCOLATE\CHOCOLATE0140.png,2025-08-23,fresh
CHOCOLATE\CHOCOLATE0141.png,2025-07-17,expiring_soon
CHOCOLATE\CHOCOLATE0142.png,2025-07-18,expiring_soon
CHOCOLATE\CHOCOLATE0143.png,2025-06-25,expired
CHOCOLATE\CHOCOLATE0144.png,2025-06-24,expired
CHOCOLATE\CHOCOLATE0145.png,2025-08-19,fresh
CHOCOLATE\CHOCOLATE0146.png,2025-07-04,expired
CHOCOLATE\CHOCOLATE0147.png,2025-07-19,expiring_soon
CHOCOLATE\CHOCOLATE0148.png,2025-08-06,fresh
CHOCOLATE\CHOCOLATE0149.png,2025-08-05,fresh
CHOCOLATE\CHOCOLATE0150.png,2025-08-08,fresh
CHOCOLATE\CHOCOLATE0151.png,2025-06-24,expired
CHOCOLATE\CHOCOLATE0152.png,2025-07-24,fresh
CHOCOLATE\CHOCOLATE0153.png,2025-08-08,fresh
CHOCOLATE\CHOCOLATE0154.png,2025-07-25,fresh
CHOCOLATE\CHOCOLATE0155.png,2025-07-19,expiring_soon
CHOCOLATE\CHOCOLATE0156.png,2025-07-18,expiring_soon
CHOCOLATE\CHOCOLATE0157.png,2025-07-20,expiring_soon
CHOCOLATE\CHOCOLATE0158.png,2025-07-10,expiring_soon
CHOCOLATE\CHOCOLATE0159.png,2025-09-05,fresh
CHOCOLATE\CHOCOLATE0160.png,2025-06-26,expired
CHOCOLATE\CHOCOLATE0161.png,2025-08-06,fresh
CHOCOLATE\CHOCOLATE0162.png,2025-08-17,fresh
CHOCOLATE\CHOCOLATE0163.png,2025-07-21,expiring_soon
CHOCOLATE\CHOCOLATE0164.png,2025-07-15,expiring_soon
CHOCOLATE\CHOCOLATE0165.png,2025-08-30,fresh
CHOCOLATE\CHOCOLATE0166.png,2025-07-29,fresh
CHOCOLATE\CHOCOLATE0167.png,2025-07-26,fresh
CHOCOLATE\CHOCOLATE0168.png,2025-08-22,fresh
CHOCOLATE\CHOCOLATE0169.png,2025-09-06,fresh
CHOCOLATE\CHOCOLATE0170.png,2025-07-01,expired
CHOCOLATE\CHOCOLATE0171.png,2025-06-29,expired
CHOCOLATE\CHOCOLATE0172.png,2025-09-03,fresh
CHOCOLATE\CHOCOLATE0173.png,2025-07-05,expired
CHOCOLATE\CHOCOLATE0174.png,2025-06-23,expired
CHOCOLATE\CHOCOLATE0175.png,2025-07-03,expired
CHOCOLATE\CHOCOLATE0176.png,2025-06-25,expired
CHOCOLATE\CHOCOLATE0177.png,2025-07-28,fresh
CHOCOLATE\CHOCOLATE0178.png,2025-07-03,expired
CHOCOLATE\CHOCOLATE0179.png,2025-07-14,expiring_soon
CHOCOLATE\CHOCOLATE0180.png,2025-07-03,expired
CHOCOLATE\CHOCOLATE0181.png,2025-09-04,fresh
CHOCOLATE\CHOCOLATE0182.png,2025-08-03,fresh
CHOCOLATE\CHOCOLATE0183.png,2025-07-27,fresh
CHOCOLATE\CHOCOLATE0184.png,2025-08-01,fresh
CHOCOLATE\CHOCOLATE0185.png,2025-07-21,expiring_soon
CHOCOLATE\CHOCOLATE0186.png,2025-08-01,fresh
CHOCOLATE\CHOCOLATE0187.png,2025-08-19,fresh
CHOCOLATE\CHOCOLATE0188.png,2025-07-18,expiring_soon
CHOCOLATE\CHOCOLATE0189.png,2025-08-07,fresh
CHOCOLATE\CHOCOLATE0190.png,2025-07-14,expiring_soon
CHOCOLATE\CHOCOLATE0191.png,2025-07-19,expiring_soon
CHOCOLATE\CHOCOLATE0192.png,2025-07-24,fresh
CHOCOLATE\CHOCOLATE0193.png,2025-07-30,fresh
CHOCOLATE\CHOCOLATE0194.png,2025-07-24,fresh
CHOCOLATE\CHOCOLATE0195.png,2025-08-15,fresh
CHOCOLATE\CHOCOLATE0196.png,2025-08-23,fresh
CHOCOLATE\CHOCOLATE0197.png,2025-06-29,expired
CHOCOLATE\CHOCOLATE0198.png,2025-08-22,fresh
CHOCOLATE\CHOCOLATE0199.png,2025-08-20,fresh
CHOCOLATE\CHOCOLATE0200.png,2025-09-05,fresh
CHOCOLATE\CHOCOLATE0201.png,2025-08-10,fresh
CHOCOLATE\CHOCOLATE0202.png,2025-07-20,expiring_soon
CHOCOLATE\CHOCOLATE0203.png,2025-07-21,expiring_soon
CHOCOLATE\CHOCOLATE0204.png,2025-07-25,fresh
CHOCOLATE\CHOCOLATE0205.png,2025-08-10,fresh
CHOCOLATE\CHOCOLATE0206.png,2025-07-02,expired
CHOCOLATE\CHOCOLATE0207.png,2025-06-29,expired
CHOCOLATE\CHOCOLATE0208.png,2025-07-26,fresh
CHOCOLATE\CHOCOLATE0209.png,2025-08-09,fresh
CHOCOLATE\CHOCOLATE0210.png,2025-06-27,expired
CHOCOLATE\CHOCOLATE0211.png,2025-06-24,expired
CHOCOLATE\CHOCOLATE0212.png,2025-06-25,expired
CHOCOLATE\CHOCOLATE0213.png,2025-07-14,expiring_soon
CHOCOLATE\CHOCOLATE0214.png,2025-08-16,fresh
CHOCOLATE\CHOCOLATE0215.png,2025-06-24,expired
CHOCOLATE\CHOCOLATE0216.png,2025-06-24,expired
CHOCOLATE\CHOCOLATE0217.png,2025-08-07,fresh
CHOCOLATE\CHOCOLATE0218.png,2025-08-25,fresh
CHOCOLATE\CHOCOLATE0219.png,2025-07-08,expiring_soon
CHOCOLATE\CHOCOLATE0220.png,2025-08-15,fresh
CHOCOLATE\CHOCOLATE0221.png,2025-09-06,fresh
CHOCOLATE\CHOCOLATE0222.png,2025-07-18,expiring_soon
CHOCOLATE\CHOCOLATE0223.png,2025-06-27,expired
CHOCOLATE\CHOCOLATE0224.png,2025-07-08,expiring_soon
CHOCOLATE\CHOCOLATE0225.png,2025-08-29,fresh
CHOCOLATE\CHOCOLATE0226.png,2025-07-27,fresh
CHOCOLATE\CHOCOLATE0227.png,2025-08-10,fresh
CHOCOLATE\CHOCOLATE0228.png,2025-08-25,fresh
CHOCOLATE\CHOCOLATE0229.png,2025-08-10,fresh
CHOCOLATE\CHOCOLATE0230.png,2025-07-15,expiring_soon
CHOCOLATE\CHOCOLATE0231.png,2025-08-03,fresh
CHOCOLATE\CHOCOLATE0232.png,2025-06-29,expired
CHOCOLATE\CHOCOLATE0233.png,2025-07-13,expiring_soon
CHOCOLATE\CHOCOLATE0234.png,2025-08-05,fresh
CHOCOLATE\CHOCOLATE0235.png,2025-07-03,expired
CHOCOLATE\CHOCOLATE0236.png,2025-08-12,fresh
CHOCOLATE\CHOCOLATE0237.png,2025-07-05,expired
CHOCOLATE\CHOCOLATE0238.png,2025-08-02,fresh
CHOCOLATE\CHOCOLATE0239.png,2025-07-19,expiring_soon
CHOCOLATE\CHOCOLATE0240.png,2025-07-23,expiring_soon
CHOCOLATE\CHOCOLATE0241.png,2025-09-03,fresh
CHOCOLATE\CHOCOLATE0242.png,2025-09-04,fresh
CHOCOLATE\CHOCOLATE0243.png,2025-08-25,fresh
CHOCOLATE\CHOCOLATE0244.png,2025-07-03,expired
CHOCOLATE\CHOCOLATE0245.png,2025-07-02,expired
CHOCOLATE\CHOCOLATE0246.png,2025-08-07,fresh
CHOCOLATE\CHOCOLATE0247.png,2025-07-06,expired
CHOCOLATE\CHOCOLATE0248.png,2025-07-11,expiring_soon
CHOCOLATE\CHOCOLATE0249.png,2025-08-07,fresh
CHOCOLATE\CHOCOLATE0250.png,2025-07-29,fresh
CHOCOLATE\CHOCOLATE0251.png,2025-07-26,fresh
CHOCOLATE\CHOCOLATE0252.png,2025-08-17,fresh
CHOCOLATE\CHOCOLATE0253.png,2025-07-10,expiring_soon
CHOCOLATE\CHOCOLATE0254.png,2025-07-06,expired
CHOCOLATE\CHOCOLATE0255.png,2025-07-01,expired
CHOCOLATE\CHOCOLATE0256.png,2025-07-12,expiring_soon
CHOCOLATE\CHOCOLATE0257.png,2025-08-07,fresh
CHOCOLATE\CHOCOLATE0258.png,2025-08-15,fresh
CHOCOLATE\CHOCOLATE0259.png,2025-07-17,expiring_soon
CHOCOLATE\CHOCOLATE0260.png,2025-06-24,expired
CHOCOLATE\CHOCOLATE0261.png,2025-06-28,expired
CHOCOLATE\CHOCOLATE0262.png,2025-08-06,fresh
CHOCOLATE\CHOCOLATE0263.png,2025-09-05,fresh
CHOCOLATE\CHOCOLATE0264.png,2025-07-23,expiring_soon
CHOCOLATE\CHOCOLATE0265.png,2025-07-23,expiring_soon
CHOCOLATE\CHOCOLATE0266.png,2025-07-14,expiring_soon
CHOCOLATE\CHOCOLATE0267.png,2025-09-03,fresh
CHOCOLATE\CHOCOLATE0268.png,2025-07-23,expiring_soon
CHOCOLATE\CHOCOLATE0269.png,2025-07-28,fresh
CHOCOLATE\CHOCOLATE0270.png,2025-08-22,fresh
CHOCOLATE\CHOCOLATE0271.png,2025-07-27,fresh
CHOCOLATE\CHOCOLATE0272.png,2025-07-22,expiring_soon
CHOCOLATE\CHOCOLATE0273.png,2025-07-30,fresh
CHOCOLATE\CHOCOLATE0274.png,2025-07-19,expiring_soon
CHOCOLATE\CHOCOLATE0275.png,2025-07-07,expired
CHOCOLATE\CHOCOLATE0276.png,2025-07-06,expired
CHOCOLATE\CHOCOLATE0277.png,2025-08-18,fresh
CHOCOLATE\CHOCOLATE0278.png,2025-07-21,expiring_soon
CHOCOLATE\CHOCOLATE0279.png,2025-07-09,expiring_soon
CHOCOLATE\CHOCOLATE0280.png,2025-06-25,expired
CHOCOLATE\CHOCOLATE0281.png,2025-06-28,expired
CHOCOLATE\CHOCOLATE0282.png,2025-07-06,expired
CHOCOLATE\CHOCOLATE0283.png,2025-06-28,expired
CHOCOLATE\CHOCOLATE0284.png,2025-08-08,fresh
CHOCOLATE\CHOCOLATE0285.png,2025-07-25,fresh
CHOCOLATE\CHOCOLATE0286.png,2025-08-09,fresh
CHOCOLATE\CHOCOLATE0287.png,2025-07-20,expiring_soon
CHOCOLATE\CHOCOLATE0288.png,2025-08-25,fresh
CHOCOLATE\CHOCOLATE0289.png,2025-07-17,expiring_soon
CHOCOLATE\CHOCOLATE0290.png,2025-07-27,fresh
CHOCOLATE\CHOCOLATE0291.png,2025-07-23,expiring_soon
CHOCOLATE\CHOCOLATE0292.png,2025-08-03,fresh
CHOCOLATE\CHOCOLATE0293.png,2025-07-21,expiring_soon
CHOCOLATE\CHOCOLATE0294.png,2025-08-01,fresh
CHOCOLATE\CHOCOLATE0295.png,2025-07-07,expired
CHOCOLATE\CHOCOLATE0296.png,2025-06-30,expired
CHOCOLATE\CHOCOLATE0297.png,2025-08-09,fresh
CHOCOLATE\CHOCOLATE0298.png,2025-08-04,fresh
CHOCOLATE\CHOCOLATE0299.png,2025-08-24,fresh
CHOCOLATE\CHOCOLATE0300.png,2025-08-13,fresh
CHOCOLATE\CHOCOLATE0301.png,2025-07-26,fresh
CHOCOLATE\CHOCOLATE0302.png,2025-08-25,fresh
CHOCOLATE\CHOCOLATE0303.png,2025-08-13,fresh
CHOCOLATE\CHOCOLATE0304.png,2025-07-28,fresh
CHOCOLATE\CHOCOLATE0305.png,2025-09-01,fresh
CHOCOLATE\CHOCOLATE0306.png,2025-07-18,expiring_soon
COFFEE\COFFEE0000.png,2025-07-29,fresh
COFFEE\COFFEE0001.png,2025-06-25,expired
COFFEE\COFFEE0002.png,2025-06-28,expired
COFFEE\COFFEE0003.png,2025-08-19,fresh
COFFEE\COFFEE0004.png,2025-08-14,fresh
COFFEE\COFFEE0005.png,2025-08-17,fresh
COFFEE\COFFEE0006.png,2025-06-28,expired
COFFEE\COFFEE0007.png,2025-08-30,fresh
COFFEE\COFFEE0008.png,2025-07-19,expiring_soon
COFFEE\COFFEE0009.png,2025-07-23,expiring_soon
COFFEE\COFFEE0010.png,2025-09-02,fresh
COFFEE\COFFEE0011.png,2025-09-02,fresh
COFFEE\COFFEE0012.png,2025-06-29,expired
COFFEE\COFFEE0013.png,2025-07-22,expiring_soon
COFFEE\COFFEE0014.png,2025-08-14,fresh
COFFEE\COFFEE0015.png,2025-07-13,expiring_soon
COFFEE\COFFEE0016.png,2025-08-01,fresh
COFFEE\COFFEE0017.png,2025-08-31,fresh
COFFEE\COFFEE0018.png,2025-08-26,fresh
COFFEE\COFFEE0019.png,2025-07-14,expiring_soon
COFFEE\COFFEE0020.png,2025-07-23,expiring_soon
COFFEE\COFFEE0021.png,2025-08-23,fresh
COFFEE\COFFEE0022.png,2025-08-20,fresh
COFFEE\COFFEE0023.png,2025-08-01,fresh
COFFEE\COFFEE0024.png,2025-07-05,expired
COFFEE\COFFEE0025.png,2025-09-06,fresh
COFFEE\COFFEE0026.png,2025-07-09,expiring_soon
COFFEE\COFFEE0027.png,2025-07-14,expiring_soon
COFFEE\COFFEE0028.png,2025-07-01,expired
COFFEE\COFFEE0029.png,2025-08-27,fresh
COFFEE\COFFEE0030.png,2025-08-04,fresh
COFFEE\COFFEE0031.png,2025-08-06,fresh
COFFEE\COFFEE0032.png,2025-09-05,fresh
COFFEE\COFFEE0033.png,2025-06-25,expired
COFFEE\COFFEE0034.png,2025-07-23,expiring_soon
COFFEE\COFFEE0035.png,2025-08-14,fresh
COFFEE\COFFEE0036.png,2025-08-19,fresh
COFFEE\COFFEE0037.png,2025-07-06,expired
COFFEE\COFFEE0038.png,2025-08-29,fresh
COFFEE\COFFEE0039.png,2025-07-30,fresh
COFFEE\COFFEE0040.png,2025-07-31,fresh
COFFEE\COFFEE0041.png,2025-07-16,expiring_soon
COFFEE\COFFEE0042.png,2025-07-17,expiring_soon
COFFEE\COFFEE0043.png,2025-08-27,fresh
COFFEE\COFFEE0044.png,2025-08-18,fresh
COFFEE\COFFEE0045.png,2025-07-14,expiring_soon
COFFEE\COFFEE0046.png,2025-07-10,expiring_soon
COFFEE\COFFEE0047.png,2025-08-31,fresh
COFFEE\COFFEE0048.png,2025-07-10,expiring_soon
COFFEE\COFFEE0049.png,2025-07-09,expiring_soon
COFFEE\COFFEE0050.png,2025-09-03,fresh
COFFEE\COFFEE0051.png,2025-08-12,fresh
COFFEE\COFFEE0052.png,2025-09-04,fresh
COFFEE\COFFEE0053.png,2025-07-13,expiring_soon
COFFEE\COFFEE0054.png,2025-07-25,fresh
COFFEE\COFFEE0055.png,2025-07-28,fresh
COFFEE\COFFEE0056.png,2025-08-26,fresh
COFFEE\COFFEE0057.png,2025-07-12,expiring_soon
COFFEE\COFFEE0058.png,2025-08-22,fresh
COFFEE\COFFEE0059.png,2025-07-30,fresh
COFFEE\COFFEE0060.png,2025-08-18,fresh
COFFEE\COFFEE0061.png,2025-08-17,fresh
COFFEE\COFFEE0062.png,2025-08-17,fresh
COFFEE\COFFEE0063.png,2025-07-24,fresh
COFFEE\COFFEE0064.png,2025-07-14,expiring_soon
COFFEE\COFFEE0065.png,2025-08-29,fresh
COFFEE\COFFEE0066.png,2025-08-28,fresh
COFFEE\COFFEE0067.png,2025-08-21,fresh
COFFEE\COFFEE0068.png,2025-08-03,fresh
COFFEE\COFFEE0069.png,2025-09-06,fresh
COFFEE\COFFEE0070.png,2025-08-09,fresh
COFFEE\COFFEE0071.png,2025-08-05,fresh
COFFEE\COFFEE0072.png,2025-06-24,expired
COFFEE\COFFEE0073.png,2025-06-28,expired
COFFEE\COFFEE0074.png,2025-07-10,expiring_soon
COFFEE\COFFEE0075.png,2025-09-01,fresh
COFFEE\COFFEE0076.png,2025-08-18,fresh
COFFEE\COFFEE0077.png,2025-07-28,fresh
COFFEE\COFFEE0078.png,2025-07-08,expiring_soon
COFFEE\COFFEE0079.png,2025-07-24,fresh
COFFEE\COFFEE0080.png,2025-07-23,expiring_soon
COFFEE\COFFEE0081.png,2025-07-22,expiring_soon
COFFEE\COFFEE0082.png,2025-07-22,expiring_soon
COFFEE\COFFEE0083.png,2025-08-16,fresh
COFFEE\COFFEE0084.png,2025-07-15,expiring_soon
COFFEE\COFFEE0085.png,2025-07-04,expired
COFFEE\COFFEE0086.png,2025-09-03,fresh
COFFEE\COFFEE0087.png,2025-07-16,expiring_soon
COFFEE\COFFEE0088.png,2025-06-26,expired
COFFEE\COFFEE0089.png,2025-08-09,fresh
COFFEE\COFFEE0090.png,2025-07-13,expiring_soon
COFFEE\COFFEE0091.png,2025-08-19,fresh
COFFEE\COFFEE0092.png,2025-07-19,expiring_soon
COFFEE\COFFEE0093.png,2025-07-13,expiring_soon
COFFEE\COFFEE0094.png,2025-07-02,expired
COFFEE\COFFEE0095.png,2025-07-24,fresh
COFFEE\COFFEE0096.png,2025-08-14,fresh
COFFEE\COFFEE0097.png,2025-07-22,expiring_soon
COFFEE\COFFEE0098.png,2025-07-08,expiring_soon
COFFEE\COFFEE0099.png,2025-08-17,fresh
COFFEE\COFFEE0100.png,2025-07-28,fresh
COFFEE\COFFEE0101.png,2025-07-27,fresh
COFFEE\COFFEE0102.png,2025-08-24,fresh
COFFEE\COFFEE0103.png,2025-07-29,fresh
COFFEE\COFFEE0104.png,2025-08-29,fresh
COFFEE\COFFEE0105.png,2025-08-22,fresh
COFFEE\COFFEE0106.png,2025-08-13,fresh
COFFEE\COFFEE0107.png,2025-07-25,fresh
COFFEE\COFFEE0108.png,2025-07-04,expired
COFFEE\COFFEE0109.png,2025-08-01,fresh
COFFEE\COFFEE0110.png,2025-07-01,expired
COFFEE\COFFEE0111.png,2025-06-29,expired
COFFEE\COFFEE0112.png,2025-06-25,expired
COFFEE\COFFEE0113.png,2025-07-31,fresh
COFFEE\COFFEE0114.png,2025-08-25,fresh
COFFEE\COFFEE0115.png,2025-08-21,fresh
COFFEE\COFFEE0116.png,2025-07-16,expiring_soon
COFFEE\COFFEE0117.png,2025-06-28,expired
COFFEE\COFFEE0118.png,2025-08-17,fresh
COFFEE\COFFEE0119.png,2025-06-27,expired
COFFEE\COFFEE0120.png,2025-08-24,fresh
COFFEE\COFFEE0121.png,2025-07-01,expired
COFFEE\COFFEE0122.png,2025-07-06,expired
COFFEE\COFFEE0123.png,2025-07-27,fresh
COFFEE\COFFEE0124.png,2025-06-23,expired
COFFEE\COFFEE0125.png,2025-07-22,expiring_soon
COFFEE\COFFEE0126.png,2025-06-30,expired
COFFEE\COFFEE0127.png,2025-07-30,fresh
COFFEE\COFFEE0128.png,2025-06-28,expired
COFFEE\COFFEE0129.png,2025-08-18,fresh
COFFEE\COFFEE0130.png,2025-07-04,expired
COFFEE\COFFEE0131.png,2025-09-04,fresh
COFFEE\COFFEE0132.png,2025-07-26,fresh
COFFEE\COFFEE0133.png,2025-07-05,expired
COFFEE\COFFEE0134.png,2025-06-28,expired
COFFEE\COFFEE0135.png,2025-08-26,fresh
COFFEE\COFFEE0136.png,2025-07-18,expiring_soon
COFFEE\COFFEE0137.png,2025-06-29,expired
COFFEE\COFFEE0138.png,2025-08-11,fresh
COFFEE\COFFEE0139.png,2025-07-14,expiring_soon
COFFEE\COFFEE0140.png,2025-07-22,expiring_soon
COFFEE\COFFEE0141.png,2025-07-22,expiring_soon
COFFEE\COFFEE0142.png,2025-07-17,expiring_soon
COFFEE\COFFEE0143.png,2025-09-03,fresh
COFFEE\COFFEE0144.png,2025-06-23,expired
COFFEE\COFFEE0145.png,2025-09-01,fresh
COFFEE\COFFEE0146.png,2025-08-10,fresh
COFFEE\COFFEE0147.png,2025-08-13,fresh
COFFEE\COFFEE0148.png,2025-08-24,fresh
COFFEE\COFFEE0149.png,2025-08-23,fresh
COFFEE\COFFEE0150.png,2025-08-02,fresh
COFFEE\COFFEE0151.png,2025-08-22,fresh
COFFEE\COFFEE0152.png,2025-08-04,fresh
COFFEE\COFFEE0153.png,2025-08-24,fresh
COFFEE\COFFEE0154.png,2025-08-19,fresh
COFFEE\COFFEE0155.png,2025-09-04,fresh
COFFEE\COFFEE0156.png,2025-07-06,expired
COFFEE\COFFEE0157.png,2025-08-03,fresh
COFFEE\COFFEE0158.png,2025-07-18,expiring_soon
COFFEE\COFFEE0159.png,2025-06-29,expired
COFFEE\COFFEE0160.png,2025-07-23,expiring_soon
COFFEE\COFFEE0161.png,2025-07-24,fresh
COFFEE\COFFEE0162.png,2025-06-26,expired
COFFEE\COFFEE0163.png,2025-08-27,fresh
COFFEE\COFFEE0164.png,2025-08-24,fresh
COFFEE\COFFEE0165.png,2025-07-17,expiring_soon
COFFEE\COFFEE0166.png,2025-09-02,fresh
COFFEE\COFFEE0167.png,2025-08-22,fresh
COFFEE\COFFEE0168.png,2025-07-04,expired
COFFEE\COFFEE0169.png,2025-06-23,expired
COFFEE\COFFEE0170.png,2025-08-15,fresh
COFFEE\COFFEE0171.png,2025-08-15,fresh
COFFEE\COFFEE0172.png,2025-07-14,expiring_soon
COFFEE\COFFEE0173.png,2025-07-25,fresh
COFFEE\COFFEE0174.png,2025-08-21,fresh
COFFEE\COFFEE0175.png,2025-07-10,expiring_soon
COFFEE\COFFEE0176.png,2025-07-27,fresh
COFFEE\COFFEE0177.png,2025-07-18,expiring_soon
COFFEE\COFFEE0178.png,2025-07-25,fresh
COFFEE\COFFEE0179.png,2025-06-27,expired
COFFEE\COFFEE0180.png,2025-07-14,expiring_soon
COFFEE\COFFEE0181.png,2025-09-03,fresh
COFFEE\COFFEE0182.png,2025-07-10,expiring_soon
COFFEE\COFFEE0183.png,2025-07-30,fresh
COFFEE\COFFEE0184.png,2025-07-06,expired
COFFEE\COFFEE0185.png,2025-08-17,fresh
COFFEE\COFFEE0186.png,2025-08-27,fresh
COFFEE\COFFEE0187.png,2025-08-31,fresh
COFFEE\COFFEE0188.png,2025-08-12,fresh
COFFEE\COFFEE0189.png,2025-08-10,fresh
COFFEE\COFFEE0190.png,2025-07-22,expiring_soon
